molid,b_cs,b_cl,b_cw,b_bs,b_bl,b_bw
CID044535870,0.788732394366,39,-0.23922625882274,0.8691588785050001,318,-0.23671304831762
CID044397192,0.9130434782610001,387,-0.13056695367160998,0.932038834951,396,-0.15287318311355
CID044525950,0.862068965517,255,-0.28494791916657003,0.574468085106,13,-0.43281416701164
CID044526078,0.816901408451,97,-0.26834182433639,0.7731958762890001,90,-0.30520101044117
CID044526685,0.859154929577,239,-0.21294153108865999,0.862745098039,306,-0.27479718736764996
CID006539492,0.8656716417910001,273,-0.24110040751276995,0.8556701030930001,283,-0.22994553777841997
CID021078798,0.826086956522,120,-0.22348630067524003,0.873786407767,332,-0.21970760521063998
CID046215814,0.7818181818179999,34,-0.23742123807488003,0.85393258427,273,-0.25113619691223005
CID006539524,0.897058823529,363,-0.21231220411363996,0.854166666667,277,-0.25469937011715005
CID044305594,0.888888888889,335,-0.17039915531178004,0.882978723404,355,-0.21321966252699004
CID006539529,0.745098039216,20,-0.26186099691543996,0.875,336,-0.21310282080338996
CID044592502,0.860465116279,245,-0.22475649554072996,informer,informer,informer
CID010310395,0.8518518518520001,203,-0.19788049856583997,informer,informer,informer
CID057345685,0.8987341772149999,365,-0.19246848509410006,0.9009009009010001,384,-0.22338300852928994
CID049862783,0.865168539326,270,-0.20641897602284004,0.837606837607,208,-0.25535485760777
CID070685442,0.9069767441859999,377,-0.17065081139838004,0.8782608695649999,347,-0.23729736829283005
CID000667570,0.78431372549,35,-0.23621604288188,0.872093023256,325,-0.18898538224822
CID006539609,0.8405797101450001,164,-0.22581468714772998,0.85,259,-0.24272818994135997
CID009888013,0.813333333333,84,-0.26677403394785004,0.734693877551,59,-0.3791401754488
CID010158539,0.42592592592600004,10,-0.41781325660353,0.8235294117649999,171,-0.28606827468879004
CID044525943,0.8433734939759999,177,-0.2916503798937301,0.728155339806,55,-0.40718846412116
CID010621826,0.859154929577,240,-0.18233060537416,0.851485148515,268,-0.24749038378533003
CID015521230,0.831168831169,139,-0.21183026867081,0.8095238095239999,143,-0.30345797071144
CID044591552,0.775862068966,29,-0.24942982229731,0.847826086957,250,-0.36918506336046
CID044532480,0.7894736842110001,40,-0.22525829561002997,0.855855855856,285,-0.27119304051499
CID011197671,0.828125,127,-0.19186496064136999,0.877551020408,343,-0.2504600856254
CID000838889,0.852459016393,205,-0.18747975881457,0.858695652174,296,-0.21696046892801002
CID045480848,0.805194805195,63,-0.22840267126977,0.81308411215,151,-0.29662630840733994
CID044529114,0.820224719101,103,-0.25583297670599003,informer,informer,informer
CID010183216,0.875,296,-0.21611321481381002,0.8095238095239999,144,-0.26147692189206007
CID070691776,0.915662650602,389,-0.17729708989367998,0.883928571429,356,-0.22672255975796995
CID024804299,0.847058823529,186,-0.23342621774986003,0.833333333333,199,-0.41245086536350006
CID009945696,0.8,55,-0.23086157302961996,0.7444444444439999,68,-0.25979954415646
CID057396625,0.8904109589040001,342,-0.19126557297198993,0.873786407767,333,-0.23014269297307
CID044532433,0.861538461538,250,-0.18893099244916,0.8279569892470001,180,-0.26623487361170994
CID015838857,0.831168831169,140,-0.22565123061113007,0.78640776699,103,-0.32022412948435997
CID044526077,0.8235294117649999,108,-0.26761032835768,0.776595744681,91,-0.29457867533896
CID011495551,0.756097560976,23,-0.27069272825611995,0.818965517241,158,-0.28760045735583994
CID011558948,0.33333333333299997,7,-0.46206732120542005,0.777777777778,93,-0.28873513914525
CID025263100,0.8734177215189999,292,-0.20388424052987006,0.8190476190479999,161,-0.23998673440188004
CID023648887,0.8,56,-0.22385677842494997,0.858585858586,294,-0.37521029752395
CID010151417,0.853658536585,211,-0.19849687417582004,informer,informer,informer
CID006539588,0.876712328767,300,-0.19474887890488002,0.841584158416,225,-0.2572615517693
CID006539470,0.8656716417910001,274,-0.27439756101039,0.78021978022,96,-0.2547547668804
CID044526922,0.777777777778,31,-0.23958772420047003,0.839622641509,216,-0.28396872950697005
CID044532712,0.825,115,-0.2423704158909,0.771428571429,86,-0.37425264385977
CID005311382,0.880952380952,314,-0.20067517590160996,informer,informer,informer
CID046886665,0.8928571428569999,352,-0.15233289844834003,0.877192982456,341,-0.19811833952122
CID023648920,0.8095238095239999,74,-0.23281637810645,0.865979381443,313,-0.35187289110835007
CID006539463,0.8688524590160001,279,-0.26160309375109997,0.8571428571430001,290,-0.19906741411311
CID006539528,0.792452830189,46,-0.24871023466091996,0.862068965517,305,-0.23455315538367
CID024803786,0.851351351351,201,-0.20771637312826996,0.8990825688070001,380,-0.32208355150723
CID011633551,0.448275862069,11,-0.4068879955470801,0.8317757009350001,192,-0.27989341064229
CID044397230,0.854838709677,214,-0.20941639175224996,0.847826086957,251,-0.22767679530556995
CID010135552,0.830985915493,138,-0.22877921983769997,0.808080808081,140,-0.25503287575959
CID045271244,0.7971014492749999,49,-0.22612292254369004,0.854368932039,279,-0.24428184992244004
CID045271243,0.833333333333,144,-0.21495868278416003,0.833333333333,201,-0.25791649292144997
CID056683489,0.872549019608,288,-0.22038648975520997,0.706896551724,43,-0.47283889843196997
CID010757558,0.775862068966,30,-0.26833594408986,0.8723404255320001,327,-0.19324509938624998
CID044532531,0.820512820513,104,-0.25421827970591004,0.801886792453,122,-0.35806177668067
CID000129723,0.825396825397,119,-0.20252351785922,0.876288659794,339,-0.19753193514734002
CID005329841,0.898876404494,367,-0.20911218225794,informer,informer,informer
CID051357954,0.8571428571430001,229,-0.23793648713683993,0.860869565217,303,-0.25086502727097
CID066561013,0.8026315789470001,59,-0.30654418403352995,0.875,337,-0.30318848495568995
CID025263085,0.860759493671,246,-0.21076441979720004,0.8317757009350001,193,-0.25255676553795
CID044525969,0.8875,333,-0.22114344504418004,0.772277227723,89,-0.36918698342245004
CID044336144,0.810810810811,76,-0.22290293910141998,0.817307692308,156,-0.3015266473152499
CID053467617,0.83950617284,162,-0.26212841144661997,0.827272727273,175,-0.30909260365631996
CID025263102,0.9125,386,-0.16673961983001,0.838095238095,210,-0.22539019725167
CID022609863,0.8289473684209999,134,-0.23850321472671002,0.841121495327,223,-0.28277381568860005
CID011716589,0.21951219512200001,1,-0.49799239583532995,0.8,121,-0.27264516747427
CID053469634,0.79012345679,41,-0.28541515906296,0.8823529411759999,354,-0.26593676443205005
CID011220119,0.816666666667,94,-0.22149218627135994,0.895833333333,376,-0.19350806966432998
CID001491157,0.902777777778,370,-0.16886629923832003,0.86,300,-0.20534380053808998
CID024802788,0.858823529412,235,-0.23112297446793997,0.8421052631579999,228,-0.3993888979312
CID051357696,0.8571428571430001,230,-0.26853371917092994,0.8303571428569999,189,-0.27131393341427
CID057400063,0.8987341772149999,366,-0.16971302569702001,0.859813084112,298,-0.24497102865775
CID057391365,0.886075949367,326,-0.18770421237641005,0.871559633028,323,-0.24556964046205004
CID000221158,0.88679245283,331,-0.13975397799386,0.919540229885,393,-0.16573711971163002
CID000309461,0.836363636364,154,-0.21613034909420997,0.887640449438,366,-0.21622073928715999
CID011959683,0.858823529412,236,-0.19212698991883,0.871794871795,324,-0.22705690039916998
CID009836405,informer,informer,informer,0.820224719101,162,-0.26203622471408
CID053467178,informer,informer,informer,0.8508771929819999,262,-0.31390904543639
CID006539472,informer,informer,informer,0.8369565217389999,206,-0.21689792646723005
CID044526074,informer,informer,informer,0.808510638298,142,-0.280800784547
CID042618144,informer,informer,informer,0.84693877551,245,-0.24369988140741
CID024803787,informer,informer,informer,0.833333333333,200,-0.40401997151142
CID051354901,informer,informer,informer,0.8303571428569999,188,-0.27131393341427
CID044525930,informer,informer,informer,0.659793814433,28,-0.45061869882114003
CID000003134,informer,informer,informer,0.944444444444,398,-0.13370194171768995
CID017754438,informer,informer,informer,0.8545454545450001,280,-0.24683534431647
CID053245731,informer,informer,informer,0.877551020408,342,-0.20509039183287003
CID009826528,informer,informer,informer,0.8666666666670001,314,-0.21972089921388996
CID057401865,informer,informer,informer,0.88679245283,365,-0.22076606714209
CID025263108,informer,informer,informer,0.803921568627,131,-0.24494861951360997
CID044532639,informer,informer,informer,0.852459016393,269,-0.25239231732695
CID044397011,informer,informer,informer,0.8426966292129999,230,-0.23848063510785003
